0,30.015715000000004,0.6,0.005945024606659091,0.3333333333333333,0.4,0.006990737000934279
0,130.309998,0.6,0.005945024606659091,0.3333333333333333,0.4,0.018429449126587515
0,298.612823,0.6,0.005945024606659091,0.3333333333333333,0.2,0.013546924390006904
0,29.674286,0.4,0.008803835332919011,0.20000000000000004,0.2,0.008919967852598607
0,127.349998,0.4,0.008803835332919011,0.20000000000000004,0.2,0.02179246494633616
0,293.332153,0.4,0.008803835332919011,0.20000000000000004,0.2,0.016202983595483927
1,30.092857000000002,0.6,0.010612016256884063,0.3333333333333333,0.4,0.008559808825792149
1,129.110001,0.6,0.010612016256884063,0.3333333333333333,0.4,0.02093336830072358
0,291.648102,0.6,0.010612016256884063,0.3333333333333333,0.2,0.012309455543256187
0,29.918571000000004,0.8,0.009242833485910758,0.4000000000000001,0.4,0.009348411294837508
0,127.349998,0.8,0.009242833485910758,0.4000000000000001,0.4,0.020257083793656303
1,293.019196,0.8,0.009242833485910758,0.4000000000000001,0.4,0.0085937962529274
0,29.418571000000004,0.6,0.008033820276897538,0.20000000000000004,0.2,0.011361149328678367
0,127.139999,0.6,0.008033820276897538,0.20000000000000004,0.2,0.015171491223558597
0,288.12600699999996,0.6,0.008033820276897538,0.20000000000000004,0.2,0.009267415966907768
1,30.719998999999998,0.4,0.00783712398563594,0.4000000000000001,0.4,0.01844449397362994
1,127.610001,0.4,0.00783712398563594,0.4000000000000001,0.4,0.011102559565068717
1,291.911407,0.4,0.00783712398563594,0.4000000000000001,0.4,0.011592702662702575
0,30.247142999999998,0.4,0.00637251188289422,0.4000000000000001,0.4,0.01924798204551873
0,125.779999,0.4,0.00637251188289422,0.4000000000000001,0.4,0.009427663576010008
0,288.329681,0.4,0.00637251188289422,0.4000000000000001,0.4,0.010509883627372306
0,29.724285,0.2,0.014099556539191257,0.4000000000000001,0.2,0.01988411854713417
1,126.620003,0.2,0.014099556539191257,0.4000000000000001,0.4,0.00799929451878732
1,289.606384,0.2,0.014099556539191257,0.4000000000000001,0.6,0.010247247969196013
0,28.25,0.0,0.019449376250737206,0.3333333333333333,0.2,0.028645531137276425
0,121.43,0.0,0.019449376250737206,0.3333333333333333,0.4,0.013470694135771491
0,273.22790499999996,0.0,0.019449376250737206,0.3333333333333333,0.4,0.020617864322915902
1,29.01,0.2,0.018669538615937762,0.4000000000000001,0.4,0.03068365648580671
0,120.309998,0.2,0.018669538615937762,0.4000000000000001,0.4,0.014985583410903457
0,268.25524900000005,0.2,0.018669538615937762,0.4000000000000001,0.4,0.020917955134382576
1,29.42,0.2,0.021096705288010744,0.3333333333333333,0.4,0.024662605072146578
0,119.480003,0.2,0.021096705288010744,0.3333333333333333,0.2,0.01562599844315549
1,269.457428,0.2,0.021096705288010744,0.3333333333333333,0.4,0.019186649630249363
1,29.697144,0.4,0.021872062109647906,0.4666666666666666,0.6,0.023468167054135642
1,122.75,0.4,0.021872062109647906,0.4666666666666666,0.4,0.01823159583864912
0,269.29846200000003,0.4,0.021872062109647906,0.4666666666666666,0.4,0.016850657800217765
0,28.469998999999998,0.4,0.013437244143223198,0.39999999999999997,0.6,0.028275325545497287
1,126.029999,0.4,0.013437244143223198,0.39999999999999997,0.4,0.0222401179101318
0,265.418701,0.4,0.013437244143223198,0.39999999999999997,0.2,0.01884645595149995
0,27.437143,0.4,0.009536415985562274,0.39999999999999997,0.6,0.025611341730714932
0,125.410004,0.4,0.009536415985562274,0.39999999999999997,0.4,0.015026241094521994
0,263.257751,0.4,0.009536415985562274,0.39999999999999997,0.2,0.0091639338967373
1,27.818571000000002,0.4,0.014207798305680763,0.4666666666666666,0.6,0.023011187708318587
0,118.870003,0.4,0.014207798305680763,0.4666666666666666,0.4,0.023611345170219764
1,264.787811,0.4,0.014207798305680763,0.4666666666666666,0.4,0.006686405666546234
1,27.98,0.6,0.01322024479347536,0.39999999999999997,0.6,0.021345160611838533
0,118.120003,0.6,0.01322024479347536,0.39999999999999997,0.4,0.023493467226065302
0,263.843964,0.6,0.01322024479347536,0.39999999999999997,0.2,0.006503019003199502
1,28.461428,0.6,0.015624649161030318,0.4666666666666666,0.6,0.02290233839591175
1,119.099998,0.6,0.015624649161030318,0.4666666666666666,0.4,0.019679073921628855
1,268.662598,0.6,0.015624649161030318,0.4666666666666666,0.4,0.010037668486067958
0,27.435715000000002,0.6,0.021770944081658108,0.4000000000000001,0.6,0.021845681931297396
0,115.940002,0.6,0.021770944081658108,0.4000000000000001,0.2,0.019641338559004917
0,261.687958,0.6,0.021770944081658108,0.4000000000000001,0.4,0.012348403113028388
